Gravedad,Modalidad,Motivación,Área Geográfica,Crímenes Graves,Crímenes Menores,Crímenes Violentos,Crímenes No Violentos,Crímenes Motivación Económica,Crímenes de Odio,Crímenes de Pasión/Venganza,Crímenes Urbanos,Crímenes Rurales,Naturaleza,Temporalidad,Involucramiento Tecnológico,Estado del Caso,Crímenes contra Personas,Crímenes contra Propiedad,Crímenes Sexuales,Crímenes Económicos,Crímenes Periodo Anual,Crímenes Hora Día,Cibercrímenes,Crímenes Tradicionales,Casos Resueltos,Casos no resueltos
Media,Acoso verbal,Económica,Toluca,798,6828,Extorsión,Hurto,Fraude bancario,Xenofobia,Rencor,Robo,Robo de ganado,Oportunidad,2024-02-07,Ninguno,No resuelto,86,9,76,48,622,9,1,1,51,63
Baja,Robo de identidad,Oportunidad,Toluca,9186,1780,Secuestro,Hurto,Lavado de dinero,Xenofobia,Despecho,Asalto,Robo de ganado,Criminal,2024-06-21,Alto,No resuelto,75,31,65,44,747,21,0,1,14,45
Baja,Hurto menor,Fraude,Zacatecas,2790,4708,Secuestro,Robo menor,Contrabando,Xenofobia,Despecho,Vandalismo,Tráfico de especies,Criminal,2024-05-20,Alto,Resuelto,74,57,90,7,540,11,1,1,24,1
Alta,Fraude bancario,Fraude,Toluca,8713,2901,Asalto,Fraude,Contrabando,Homofobia,Celos,Asalto,Robo de ganado,Financiera,2024-02-14,Ninguno,Resuelto,17,10,80,3,75,2,0,1,91,94
Baja,Tráfico de drogas,Oportunidad,Tijuana,3698,1585,Secuestro,Fraude,Contrabando,Homofobia,Despecho,Vandalismo,Caza ilegal,Financiera,2023-10-13,Ninguno,Resuelto,30,86,89,84,760,20,0,0,43,25
Alta,Fraude bancario,Oportunidad,Ciudad de México,5468,6328,Asalto,Fraude,Lavado de dinero,Homofobia,Despecho,Asalto,Caza ilegal,Oportunidad,2024-04-19,Bajo,Resuelto,79,29,58,90,539,1,1,0,1,47
Alta,Hurto menor,Rescate,La Paz,3689,8234,Asalto,Estafa,Fraude bancario,Racismo,Celos,Asalto,Robo de ganado,Fraude,2023-10-18,Ninguno,Resuelto,56,24,96,60,312,10,1,1,2,59
Alta,Hurto menor,Protesta,Ciudad de México,5680,6484,Extorsión,Estafa,Lavado de dinero,Racismo,Rencor,Asalto,Caza ilegal,Criminal,2024-04-24,Alto,No resuelto,55,27,27,79,131,15,0,0,58,94
Alta,Fraude electrónico,Personal,Veracruz,3899,4043,Secuestro,Hurto,Contrabando,Xenofobia,Despecho,Robo,Caza ilegal,Fraude,2024-06-01,Alto,Resuelto,3,62,48,50,145,0,1,0,37,91
Baja,Fraude electrónico,Protesta,Durango,7637,1495,Violación,Fraude,Fraude bancario,Homofobia,Despecho,Vandalismo,Caza ilegal,Criminal,2024-05-03,Ninguno,No resuelto,66,100,76,23,878,14,0,1,100,62
Baja,Estafa,Fraude,Reynosa,6924,1176,Secuestro,Estafa,Fraude bancario,Homofobia,Despecho,Vandalismo,Caza ilegal,Fraude,2024-06-23,Bajo,Resuelto,93,45,55,97,741,16,0,0,54,51
Baja,Contrabando,Rencor,Ciudad de México,5811,6451,Secuestro,Robo menor,Fraude bancario,Homofobia,Celos,Asalto,Caza ilegal,Oportunidad,2024-06-21,Alto,Resuelto,15,34,16,99,701,16,0,0,32,56
Alta,Estafa,Criminal,Mérida,3265,7347,Violación,Robo menor,Lavado de dinero,Homofobia,Rencor,Asalto,Tráfico de especies,Criminal,2024-08-12,Bajo,No resuelto,21,44,96,27,681,2,0,1,45,42
Alta,Secuestro,Personal,Hermosillo,6647,1067,Asalto,Robo menor,Lavado de dinero,Racismo,Despecho,Vandalismo,Caza ilegal,Oportunidad,2024-01-08,Ninguno,Resuelto,52,10,14,96,938,23,1,0,41,51
Media,Hurto menor,Económica,Querétaro,5834,9995,Extorsión,Robo menor,Fraude bancario,Homofobia,Despecho,Robo,Caza ilegal,Criminal,2024-01-22,Alto,No resuelto,83,73,98,94,372,19,1,0,72,85
Alta,Acoso verbal,Financiera,Chihuahua,8304,5987,Violación,Hurto,Lavado de dinero,Xenofobia,Celos,Vandalismo,Tráfico de especies,Fraude,2023-10-15,Bajo,No resuelto,86,62,48,71,432,22,1,1,85,61
Alta,Acoso verbal,Oportunidad,Reynosa,8436,175,Asalto,Robo menor,Lavado de dinero,Homofobia,Rencor,Asalto,Robo de ganado,Fraude,2024-02-04,Ninguno,No resuelto,57,79,37,69,373,22,0,0,38,31
Alta,Vandalismo,Rencor,Mexicali,2960,9690,Extorsión,Hurto,Lavado de dinero,Racismo,Despecho,Robo,Caza ilegal,Oportunidad,2024-05-28,Ninguno,Resuelto,41,63,61,67,352,1,0,1,71,99
Baja,Estafa,Económica,Mexicali,5857,4746,Secuestro,Hurto,Contrabando,Homofobia,Despecho,Robo,Robo de ganado,Fraude,2024-03-29,Bajo,Resuelto,5,17,49,39,886,7,0,1,2,15
Alta,Fraude electrónico,Financiera,Reynosa,2736,4994,Extorsión,Robo menor,Lavado de dinero,Racismo,Despecho,Vandalismo,Tráfico de especies,Criminal,2024-01-31,Ninguno,No resuelto,42,23,93,65,27,19,1,1,0,95
Baja,Fraude bancario,Protesta,Hermosillo,3253,4398,Asalto,Estafa,Lavado de dinero,Racismo,Rencor,Vandalismo,Tráfico de especies,Financiera,2024-01-31,Ninguno,Resuelto,17,6,43,12,961,3,1,0,75,46
Baja,Estafa,Protesta,Hermosillo,7508,8121,Secuestro,Hurto,Contrabando,Racismo,Despecho,Vandalismo,Robo de ganado,Financiera,2023-10-22,Alto,No resuelto,44,39,70,0,560,0,0,1,74,80
Baja,Asalto con violencia,Financiera,Puebla,8436,5612,Violación,Hurto,Lavado de dinero,Homofobia,Despecho,Robo,Tráfico de especies,Oportunidad,2023-10-31,Ninguno,No resuelto,6,41,21,12,798,18,1,1,0,100
Baja,Acoso verbal,Criminal,Ciudad de México,7370,3668,Secuestro,Hurto,Lavado de dinero,Racismo,Celos,Vandalismo,Robo de ganado,Financiera,2024-05-08,Bajo,No resuelto,75,28,83,21,294,11,0,1,78,37
Media,Fraude electrónico,Protesta,Puebla,4128,5493,Homicidio,Hurto,Contrabando,Racismo,Despecho,Robo,Robo de ganado,Financiera,2023-11-23,Ninguno,No resuelto,45,96,9,42,586,24,0,0,40,88
Media,Asalto con violencia,Económica,Saltillo,6238,1443,Asalto,Fraude,Fraude bancario,Xenofobia,Despecho,Robo,Caza ilegal,Oportunidad,2024-08-08,Bajo,Resuelto,46,98,41,33,789,17,1,1,9,51
Alta,Homicidio,Protesta,León,8704,241,Violación,Hurto,Lavado de dinero,Homofobia,Rencor,Vandalismo,Tráfico de especies,Financiera,2024-07-23,Bajo,No resuelto,37,28,76,99,564,20,0,1,70,62
Alta,Fraude bancario,Rescate,Zacatecas,4494,7509,Homicidio,Hurto,Lavado de dinero,Xenofobia,Rencor,Vandalismo,Robo de ganado,Financiera,2024-08-20,Alto,Resuelto,23,72,21,21,281,19,0,1,76,24
Alta,Acoso verbal,Oportunidad,Ciudad de México,3655,9396,Extorsión,Robo menor,Contrabando,Racismo,Celos,Vandalismo,Caza ilegal,Fraude,2024-08-08,Ninguno,Resuelto,2,43,96,1,679,22,1,1,1,65
Baja,Daños a la propiedad,Rescate,Puebla,1310,1941,Homicidio,Fraude,Fraude bancario,Racismo,Despecho,Robo,Tráfico de especies,Financiera,2023-10-13,Ninguno,Resuelto,11,89,11,25,256,15,0,1,77,57
Media,Hurto,Financiera,Aguascalientes,9536,8188,Asalto,Hurto,Lavado de dinero,Racismo,Celos,Vandalismo,Tráfico de especies,Financiera,2024-06-09,Ninguno,Resuelto,81,29,62,70,222,22,1,0,99,11
Alta,Fraude electrónico,Personal,Aguascalientes,6164,4419,Extorsión,Hurto,Lavado de dinero,Xenofobia,Rencor,Asalto,Robo de ganado,Financiera,2023-12-21,Ninguno,Resuelto,94,28,56,79,394,12,1,0,71,17
Baja,Acoso verbal,Criminal,Toluca,2990,827,Asalto,Robo menor,Fraude bancario,Homofobia,Celos,Vandalismo,Robo de ganado,Criminal,2024-05-30,Bajo,No resuelto,77,80,44,45,249,7,0,0,66,73
Alta,Fraude bancario,Rescate,Reynosa,8910,8636,Extorsión,Fraude,Lavado de dinero,Xenofobia,Despecho,Asalto,Caza ilegal,Financiera,2023-10-24,Bajo,No resuelto,84,89,54,71,658,9,0,1,57,79
Media,Estafa,Personal,Guadalajara,1079,9311,Secuestro,Fraude,Lavado de dinero,Homofobia,Celos,Robo,Tráfico de especies,Oportunidad,2023-11-15,Bajo,Resuelto,56,41,40,90,69,3,0,1,19,38
Baja,Hurto,Rencor,Toluca,3863,3103,Secuestro,Robo menor,Fraude bancario,Homofobia,Celos,Asalto,Tráfico de especies,Criminal,2024-01-25,Alto,Resuelto,8,15,17,77,245,14,1,0,16,7
Alta,Estafa,Rencor,Puebla,9869,494,Homicidio,Estafa,Lavado de dinero,Racismo,Celos,Asalto,Robo de ganado,Oportunidad,2024-01-01,Alto,No resuelto,19,62,62,50,33,20,0,1,13,47
Alta,Hurto,Criminal,Torreón,1650,5569,Violación,Estafa,Fraude bancario,Homofobia,Celos,Asalto,Caza ilegal,Financiera,2024-07-03,Ninguno,No resuelto,32,67,11,24,229,3,0,1,90,24
Alta,Asalto con violencia,Personal,La Paz,5790,593,Extorsión,Fraude,Contrabando,Racismo,Despecho,Robo,Robo de ganado,Financiera,2023-12-06,Ninguno,No resuelto,95,95,15,52,721,22,0,1,98,34
Alta,Robo de identidad,Rescate,Mexicali,1231,4534,Asalto,Robo menor,Contrabando,Homofobia,Rencor,Vandalismo,Tráfico de especies,Criminal,2024-06-23,Bajo,Resuelto,29,37,29,13,747,14,1,1,13,85
Baja,Fraude electrónico,Criminal,Mérida,261,7901,Secuestro,Hurto,Fraude bancario,Homofobia,Celos,Vandalismo,Tráfico de especies,Oportunidad,2024-03-11,Alto,No resuelto,77,34,94,62,391,21,1,0,65,45
Media,Secuestro,Económica,Monterrey,761,1712,Asalto,Estafa,Lavado de dinero,Xenofobia,Rencor,Robo,Tráfico de especies,Financiera,2023-12-24,Alto,No resuelto,89,60,96,93,167,21,1,0,74,76
Media,Acoso verbal,Protesta,Tijuana,4417,1930,Homicidio,Estafa,Lavado de dinero,Xenofobia,Despecho,Robo,Tráfico de especies,Criminal,2023-12-20,Alto,Resuelto,64,3,22,58,707,23,0,0,96,49
Media,Robo de identidad,Personal,Saltillo,5285,8969,Extorsión,Estafa,Fraude bancario,Racismo,Celos,Vandalismo,Caza ilegal,Fraude,2023-11-05,Alto,No resuelto,99,16,57,82,32,10,0,0,26,55
Alta,Violencia doméstica,Rencor,Puebla,4399,7628,Extorsión,Estafa,Lavado de dinero,Xenofobia,Celos,Asalto,Robo de ganado,Oportunidad,2024-04-30,Alto,Resuelto,30,20,95,48,178,16,1,0,19,92
Alta,Hurto menor,Financiera,Tijuana,7915,4931,Homicidio,Estafa,Contrabando,Homofobia,Despecho,Robo,Robo de ganado,Financiera,2023-12-11,Ninguno,Resuelto,90,70,98,56,329,2,1,1,39,46
Baja,Extorsión,Económica,León,4247,6059,Asalto,Fraude,Lavado de dinero,Xenofobia,Celos,Asalto,Tráfico de especies,Criminal,2023-12-29,Ninguno,Resuelto,82,49,74,71,692,12,1,0,62,67
Baja,Vandalismo,Personal,Reynosa,8759,6280,Secuestro,Fraude,Fraude bancario,Xenofobia,Celos,Asalto,Tráfico de especies,Criminal,2023-12-02,Ninguno,No resuelto,89,93,31,57,709,17,1,0,73,5
Baja,Robo de vehículos,Fraude,Toluca,8546,1552,Homicidio,Hurto,Fraude bancario,Racismo,Despecho,Robo,Caza ilegal,Criminal,2024-05-13,Alto,Resuelto,3,19,7,88,31,19,0,0,96,76
Baja,Violencia doméstica,Protesta,Durango,9401,5132,Extorsión,Hurto,Lavado de dinero,Homofobia,Celos,Vandalismo,Tráfico de especies,Criminal,2024-06-05,Ninguno,No resuelto,4,47,63,84,713,18,1,1,40,89
Media,Ciberacoso,Financiera,Durango,1564,7932,Secuestro,Fraude,Fraude bancario,Homofobia,Rencor,Asalto,Robo de ganado,Criminal,2024-09-04,Ninguno,Resuelto,59,6,17,70,796,20,0,0,44,76
Media,Fraude bancario,Rencor,Chihuahua,4199,64,Asalto,Hurto,Fraude bancario,Racismo,Celos,Vandalismo,Caza ilegal,Financiera,2023-10-22,Bajo,Resuelto,79,82,30,64,401,18,1,1,76,91
Baja,Contrabando,Financiera,Chihuahua,7118,6300,Extorsión,Estafa,Lavado de dinero,Racismo,Despecho,Asalto,Robo de ganado,Oportunidad,2024-10-05,Ninguno,Resuelto,54,85,95,36,143,17,1,0,14,27
Media,Acoso verbal,Fraude,Monterrey,8886,6758,Homicidio,Robo menor,Fraude bancario,Xenofobia,Rencor,Robo,Caza ilegal,Financiera,2024-02-05,Alto,Resuelto,79,2,9,52,287,16,1,0,42,8
Media,Extorsión,Rescate,Monterrey,233,8381,Extorsión,Fraude,Fraude bancario,Xenofobia,Rencor,Asalto,Robo de ganado,Oportunidad,2023-12-04,Bajo,Resuelto,25,0,33,88,64,20,1,1,32,76
Media,Tráfico de drogas,Rescate,Aguascalientes,2960,6333,Violación,Hurto,Fraude bancario,Racismo,Rencor,Vandalismo,Caza ilegal,Financiera,2024-01-21,Alto,Resuelto,83,81,15,37,982,21,1,1,33,66
Media,Contrabando,Económica,Zacatecas,2644,9078,Homicidio,Hurto,Contrabando,Xenofobia,Despecho,Vandalismo,Robo de ganado,Criminal,2024-02-18,Bajo,Resuelto,69,66,84,38,127,14,0,1,23,17
Baja,Contrabando,Rescate,Guadalajara,8870,3728,Asalto,Hurto,Lavado de dinero,Xenofobia,Celos,Asalto,Robo de ganado,Financiera,2023-10-15,Bajo,No resuelto,37,47,2,44,580,22,1,1,31,28
Alta,Fraude electrónico,Rescate,Toluca,2601,6985,Violación,Robo menor,Lavado de dinero,Xenofobia,Rencor,Robo,Robo de ganado,Financiera,2024-09-29,Ninguno,No resuelto,4,82,10,14,244,7,1,1,66,39
Alta,Ciberacoso,Financiera,Durango,2044,3044,Homicidio,Robo menor,Fraude bancario,Racismo,Celos,Vandalismo,Robo de ganado,Fraude,2023-11-07,Ninguno,Resuelto,90,80,36,82,23,15,1,0,30,87
Baja,Robo de identidad,Financiera,Zacatecas,2551,5522,Secuestro,Hurto,Fraude bancario,Homofobia,Rencor,Asalto,Robo de ganado,Fraude,2023-11-13,Ninguno,Resuelto,5,95,7,72,896,18,0,1,14,65
Baja,Hurto menor,Criminal,Mexicali,9810,6604,Violación,Robo menor,Fraude bancario,Racismo,Celos,Robo,Robo de ganado,Fraude,2023-11-23,Bajo,Resuelto,12,10,63,77,326,15,1,1,99,58
Media,Contrabando,Protesta,Zacatecas,7994,4085,Homicidio,Hurto,Lavado de dinero,Homofobia,Rencor,Asalto,Tráfico de especies,Oportunidad,2024-03-22,Ninguno,No resuelto,88,56,25,43,287,11,1,0,61,36
Baja,Ciberacoso,Criminal,Chihuahua,3702,1448,Extorsión,Hurto,Fraude bancario,Homofobia,Rencor,Asalto,Tráfico de especies,Oportunidad,2023-11-09,Bajo,Resuelto,46,72,16,49,618,10,0,1,63,47
Alta,Ciberacoso,Fraude,Reynosa,4803,6703,Secuestro,Robo menor,Lavado de dinero,Homofobia,Celos,Asalto,Caza ilegal,Oportunidad,2024-05-20,Bajo,Resuelto,91,84,61,73,808,3,0,1,74,11
Baja,Hurto,Fraude,Ciudad de México,7367,4584,Secuestro,Fraude,Fraude bancario,Homofobia,Despecho,Asalto,Tráfico de especies,Fraude,2024-01-24,Bajo,Resuelto,63,33,74,0,502,5,1,1,15,98
Baja,Ciberacoso,Oportunidad,Ciudad de México,6850,5480,Extorsión,Fraude,Fraude bancario,Homofobia,Celos,Vandalismo,Tráfico de especies,Oportunidad,2024-03-31,Alto,No resuelto,55,61,67,64,198,6,1,0,19,41
Media,Robo de identidad,Económica,Puebla,4529,9968,Homicidio,Robo menor,Fraude bancario,Racismo,Celos,Vandalismo,Caza ilegal,Criminal,2024-01-29,Alto,Resuelto,18,43,69,65,848,17,0,1,21,6
Baja,Contrabando,Rencor,León,4808,1027,Homicidio,Hurto,Lavado de dinero,Xenofobia,Despecho,Robo,Caza ilegal,Financiera,2024-06-19,Bajo,No resuelto,67,71,77,21,836,11,0,1,66,13
Baja,Hurto,Económica,Veracruz,1384,7406,Violación,Estafa,Lavado de dinero,Homofobia,Despecho,Asalto,Robo de ganado,Criminal,2023-10-25,Ninguno,No resuelto,0,74,85,5,242,14,1,1,4,25
Media,Robo de identidad,Protesta,Torreón,4593,8801,Extorsión,Estafa,Fraude bancario,Racismo,Rencor,Vandalismo,Robo de ganado,Oportunidad,2024-09-03,Alto,Resuelto,43,59,94,1,675,1,0,0,24,49
Baja,Extorsión,Fraude,La Paz,6082,1801,Homicidio,Estafa,Contrabando,Homofobia,Celos,Robo,Tráfico de especies,Oportunidad,2024-04-10,Alto,No resuelto,22,52,80,68,816,4,0,0,28,66
Media,Ciberacoso,Personal,Mexicali,6811,2977,Asalto,Hurto,Contrabando,Homofobia,Despecho,Vandalismo,Robo de ganado,Financiera,2024-01-16,Bajo,No resuelto,35,46,95,24,429,21,1,1,56,80
Baja,Ciberacoso,Fraude,Reynosa,7020,2760,Extorsión,Estafa,Lavado de dinero,Homofobia,Despecho,Robo,Caza ilegal,Financiera,2024-02-05,Alto,No resuelto,65,32,25,72,164,24,0,0,64,3
Media,Tráfico de drogas,Económica,Tijuana,7389,9334,Secuestro,Hurto,Contrabando,Homofobia,Despecho,Asalto,Caza ilegal,Financiera,2024-08-07,Bajo,No resuelto,29,16,91,47,22,8,0,1,81,25
Alta,Asalto con violencia,Rencor,Puebla,9990,7083,Homicidio,Robo menor,Lavado de dinero,Homofobia,Rencor,Asalto,Caza ilegal,Fraude,2024-06-08,Alto,Resuelto,62,31,61,0,1,0,0,1,75,19
Alta,Contrabando,Criminal,Zacatecas,5495,4285,Extorsión,Fraude,Fraude bancario,Xenofobia,Rencor,Vandalismo,Tráfico de especies,Criminal,2024-02-18,Bajo,Resuelto,48,40,97,73,270,5,0,1,8,34
Alta,Violencia doméstica,Personal,Ciudad de México,347,1368,Violación,Estafa,Contrabando,Xenofobia,Celos,Robo,Caza ilegal,Fraude,2023-12-20,Alto,Resuelto,25,30,74,86,454,15,1,1,13,0
Baja,Contrabando,Rencor,Durango,5082,2350,Asalto,Fraude,Contrabando,Racismo,Celos,Robo,Caza ilegal,Oportunidad,2024-01-12,Ninguno,Resuelto,97,90,3,13,839,5,0,0,46,100
Alta,Robo de vehículos,Financiera,Monterrey,9541,2853,Violación,Estafa,Fraude bancario,Xenofobia,Rencor,Robo,Caza ilegal,Fraude,2023-10-17,Alto,No resuelto,83,49,37,100,302,3,1,0,16,30
Baja,Ciberacoso,Económica,Tijuana,8984,573,Secuestro,Robo menor,Fraude bancario,Xenofobia,Despecho,Vandalismo,Tráfico de especies,Oportunidad,2024-07-26,Ninguno,No resuelto,84,95,87,12,241,2,1,1,23,3
Media,Hurto,Fraude,Puebla,7098,4150,Homicidio,Fraude,Contrabando,Racismo,Despecho,Asalto,Tráfico de especies,Criminal,2023-11-12,Bajo,No resuelto,91,18,58,39,328,17,1,1,71,18
Alta,Hurto menor,Oportunidad,Aguascalientes,752,2782,Asalto,Robo menor,Contrabando,Xenofobia,Celos,Asalto,Caza ilegal,Criminal,2024-09-30,Alto,No resuelto,62,56,97,97,994,7,0,0,63,53
Alta,Estafa,Rencor,Saltillo,8320,4530,Homicidio,Estafa,Lavado de dinero,Xenofobia,Despecho,Robo,Tráfico de especies,Financiera,2024-05-23,Ninguno,Resuelto,21,44,32,84,838,5,1,0,40,91
Baja,Vandalismo,Rencor,Veracruz,33,3647,Violación,Robo menor,Fraude bancario,Xenofobia,Despecho,Robo,Robo de ganado,Oportunidad,2024-06-23,Bajo,No resuelto,18,47,14,62,474,11,0,1,100,5
Alta,Extorsión,Protesta,Ciudad de México,7837,9170,Violación,Robo menor,Lavado de dinero,Racismo,Celos,Asalto,Robo de ganado,Fraude,2024-06-28,Alto,Resuelto,17,22,77,75,308,22,0,1,16,55
Media,Robo de identidad,Rencor,La Paz,4095,2216,Extorsión,Estafa,Lavado de dinero,Racismo,Despecho,Asalto,Caza ilegal,Oportunidad,2023-12-15,Alto,Resuelto,25,74,4,6,328,16,0,0,62,64
Baja,Robo de identidad,Rencor,Hermosillo,8353,6342,Homicidio,Robo menor,Fraude bancario,Racismo,Rencor,Vandalismo,Caza ilegal,Oportunidad,2024-05-15,Bajo,Resuelto,70,60,4,70,709,18,1,0,2,21
Alta,Secuestro,Personal,Reynosa,9370,8605,Violación,Hurto,Fraude bancario,Homofobia,Celos,Robo,Caza ilegal,Oportunidad,2024-07-29,Ninguno,Resuelto,97,64,23,64,700,19,1,0,26,36
Baja,Fraude electrónico,Personal,Torreón,747,9860,Homicidio,Hurto,Fraude bancario,Xenofobia,Rencor,Vandalismo,Robo de ganado,Financiera,2023-12-30,Ninguno,Resuelto,63,22,61,74,779,4,0,1,31,73
Media,Extorsión,Económica,Querétaro,6520,9441,Violación,Hurto,Contrabando,Racismo,Despecho,Robo,Robo de ganado,Financiera,2024-03-16,Bajo,No resuelto,64,93,1,8,452,7,0,0,19,25
Alta,Secuestro,Financiera,La Paz,4255,3592,Extorsión,Fraude,Fraude bancario,Racismo,Despecho,Asalto,Caza ilegal,Fraude,2024-02-19,Bajo,Resuelto,11,15,33,10,902,2,1,0,55,3
Media,Extorsión,Protesta,Zacatecas,4864,6534,Homicidio,Hurto,Fraude bancario,Homofobia,Celos,Robo,Robo de ganado,Criminal,2024-04-12,Ninguno,Resuelto,66,26,18,69,961,7,0,0,66,1
Media,Estafa,Oportunidad,Torreón,2331,8760,Homicidio,Hurto,Lavado de dinero,Xenofobia,Celos,Asalto,Robo de ganado,Criminal,2024-01-01,Alto,Resuelto,22,3,59,93,320,14,0,1,66,26
Alta,Tráfico de drogas,Personal,La Paz,4585,5042,Extorsión,Estafa,Lavado de dinero,Racismo,Celos,Asalto,Tráfico de especies,Financiera,2024-08-15,Alto,Resuelto,5,78,47,58,662,12,0,0,96,65
Media,Homicidio,Rescate,Reynosa,8144,438,Asalto,Robo menor,Lavado de dinero,Racismo,Celos,Asalto,Robo de ganado,Oportunidad,2024-04-04,Ninguno,Resuelto,57,58,13,73,895,23,1,0,22,40
Media,Robo de vehículos,Económica,Chihuahua,156,847,Secuestro,Robo menor,Lavado de dinero,Homofobia,Celos,Robo,Tráfico de especies,Fraude,2024-02-11,Bajo,Resuelto,26,70,89,84,526,6,1,0,65,5
Baja,Contrabando,Rencor,Zacatecas,9270,551,Homicidio,Fraude,Fraude bancario,Homofobia,Despecho,Vandalismo,Tráfico de especies,Fraude,2024-04-11,Alto,Resuelto,81,21,96,99,858,20,0,1,93,25
Alta,Robo de identidad,Personal,Mexicali,9100,7075,Secuestro,Robo menor,Contrabando,Homofobia,Rencor,Robo,Caza ilegal,Financiera,2023-12-08,Ninguno,No resuelto,24,85,72,85,220,22,0,0,41,93
Baja,Hurto menor,Fraude,León,9709,94,Homicidio,Robo menor,Contrabando,Homofobia,Rencor,Robo,Caza ilegal,Fraude,2024-04-10,Alto,Resuelto,14,88,99,43,720,7,1,1,28,97
Alta,Hurto menor,Económica,Chihuahua,8662,4744,Secuestro,Robo menor,Fraude bancario,Homofobia,Despecho,Vandalismo,Caza ilegal,Fraude,2024-09-10,Bajo,No resuelto,77,2,5,86,753,11,0,1,98,46
Media,Tráfico de drogas,Criminal,Veracruz,2551,9375,Extorsión,Estafa,Lavado de dinero,Xenofobia,Despecho,Robo,Tráfico de especies,Criminal,2024-06-21,Bajo,Resuelto,36,65,56,83,996,19,1,1,93,9
Alta,Asalto con violencia,Fraude,Tijuana,9510,2519,Violación,Fraude,Fraude bancario,Xenofobia,Rencor,Asalto,Robo de ganado,Financiera,2024-07-18,Bajo,Resuelto,22,68,100,10,671,10,1,0,25,82
Media,Violencia doméstica,Protesta,Toluca,8120,1887,Asalto,Hurto,Fraude bancario,Homofobia,Celos,Vandalismo,Tráfico de especies,Financiera,2024-05-27,Bajo,No resuelto,45,74,33,23,556,17,0,1,32,61
Baja,Extorsión,Rencor,Zacatecas,7653,6191,Homicidio,Hurto,Lavado de dinero,Racismo,Despecho,Vandalismo,Caza ilegal,Criminal,2024-06-08,Bajo,Resuelto,72,32,77,20,276,11,1,1,21,26
Media,Robo de identidad,Rencor,Zacatecas,1441,1080,Violación,Hurto,Lavado de dinero,Racismo,Celos,Vandalismo,Tráfico de especies,Criminal,2023-10-15,Alto,Resuelto,37,79,37,26,266,15,1,0,95,79
Alta,Vandalismo,Financiera,Reynosa,8849,4163,Secuestro,Estafa,Lavado de dinero,Xenofobia,Despecho,Asalto,Caza ilegal,Financiera,2024-09-06,Alto,Resuelto,80,3,100,57,282,22,0,0,43,85
Baja,Fraude bancario,Económica,La Paz,7023,4062,Secuestro,Fraude,Lavado de dinero,Homofobia,Rencor,Robo,Robo de ganado,Financiera,2023-10-20,Alto,Resuelto,83,3,75,73,803,6,0,0,65,85
Media,Extorsión,Criminal,Puebla,4109,7772,Extorsión,Estafa,Lavado de dinero,Racismo,Despecho,Robo,Robo de ganado,Fraude,2024-06-21,Alto,No resuelto,37,81,1,55,582,16,1,1,61,87
Baja,Daños a la propiedad,Protesta,La Paz,1056,7105,Secuestro,Hurto,Fraude bancario,Homofobia,Despecho,Vandalismo,Robo de ganado,Fraude,2024-01-01,Ninguno,No resuelto,33,41,15,60,377,9,0,0,82,69
Alta,Robo de vehículos,Económica,Mérida,154,5475,Asalto,Fraude,Fraude bancario,Xenofobia,Despecho,Asalto,Robo de ganado,Criminal,2024-09-29,Alto,No resuelto,37,97,68,40,162,0,1,0,66,96
Baja,Robo de vehículos,Personal,Durango,3643,1280,Homicidio,Estafa,Fraude bancario,Homofobia,Rencor,Vandalismo,Tráfico de especies,Oportunidad,2024-09-12,Alto,No resuelto,30,69,7,56,330,10,0,1,16,73
Alta,Fraude electrónico,Rencor,Guadalajara,8673,7421,Secuestro,Estafa,Contrabando,Homofobia,Rencor,Vandalismo,Robo de ganado,Criminal,2024-09-16,Bajo,No resuelto,56,3,15,34,575,7,0,1,45,81
Media,Asalto con violencia,Económica,Mérida,5682,9120,Secuestro,Robo menor,Fraude bancario,Racismo,Rencor,Vandalismo,Caza ilegal,Financiera,2024-07-15,Bajo,No resuelto,74,36,13,66,910,18,0,1,53,9
Baja,Secuestro,Fraude,Hermosillo,4246,144,Extorsión,Estafa,Fraude bancario,Racismo,Celos,Asalto,Caza ilegal,Criminal,2024-07-20,Alto,No resuelto,95,67,99,61,685,20,0,0,86,70
Alta,Secuestro,Fraude,Mérida,6178,679,Secuestro,Fraude,Fraude bancario,Racismo,Rencor,Asalto,Caza ilegal,Financiera,2024-03-09,Alto,Resuelto,3,51,32,65,156,10,1,0,38,54
Alta,Tráfico de drogas,Económica,Hermosillo,513,6809,Violación,Robo menor,Fraude bancario,Xenofobia,Rencor,Asalto,Robo de ganado,Fraude,2024-07-12,Alto,No resuelto,69,11,14,93,450,2,1,0,63,12
Alta,Extorsión,Protesta,Saltillo,8340,74,Homicidio,Hurto,Fraude bancario,Racismo,Celos,Asalto,Caza ilegal,Oportunidad,2024-04-30,Alto,Resuelto,3,30,68,96,223,10,0,1,56,35
Alta,Homicidio,Financiera,Puebla,1485,5611,Homicidio,Hurto,Fraude bancario,Xenofobia,Celos,Asalto,Caza ilegal,Fraude,2024-06-03,Bajo,Resuelto,56,87,66,83,819,0,1,0,92,12
Media,Asalto con violencia,Oportunidad,Torreón,7334,6925,Violación,Robo menor,Contrabando,Xenofobia,Despecho,Asalto,Caza ilegal,Fraude,2024-03-16,Ninguno,Resuelto,81,16,70,57,640,5,0,0,21,0
